날짜,요일,품목,구분,단위,발주,기초재고,수요,실판매,결품,폐기,기말재고,폐기_kg,탄소_kgCO2e,폐기_비용_원
2024-03-08,금,에스프레소 원두,원재료,g,0,6854,2106,2106,0,0,4748,0.0,0.0,0.0
2024-03-08,금,우유,원재료,mL,0,32300,15920,15920,0,0,16380,0.0,0.0,0.0
2024-03-08,금,휘핑크림,원재료,g,0,370,190,190,0,0,180,0.0,0.0,0.0
2024-03-09,토,치킨 토마토 치즈 샌드위치,완제품,개,21,0,22,21,1,0,0,0.0,0.0,0.0
2024-03-09,토,단호박 에그 샌드위치,완제품,개,17,0,17,17,0,0,0,0.0,0.0,0.0
2024-03-09,토,크루아상,완제품,개,31,0,33,31,2,0,0,0.0,0.0,0.0
2024-03-09,토,뉴욕 치즈 케이크,완제품,개,15,6,12,12,0,0,9,0.0,0.0,0.0
2024-03-09,토,그린티 파우더,원재료,g,0,4320,400,400,0,0,3920,0.0,0.0,0.0
2024-03-09,토,모카/초콜릿 소스,원재료,mL,0,4180,720,720,0,0,3460,0.0,0.0,0.0
2024-03-09,토,에스프레소 원두,원재료,g,8000,4748,2556,2556,0,0,10192,0.0,0.0,0.0
2024-03-09,토,우유,원재료,mL,30400,16380,18720,18720,0,0,28060,0.0,0.0,0.0
2024-03-09,토,휘핑크림,원재료,g,400,180,240,240,0,0,340,0.0,0.0,0.0
2024-03-10,일,치킨 토마토 치즈 샌드위치,완제품,개,35,0,21,21,0,14,0,3.15,19.215,42000.0
2024-03-10,일,단호박 에그 샌드위치,완제품,개,26,0,17,17,0,9,0,1.71,5.301,25200.0
2024-03-10,일,크루아상,완제품,개,48,0,30,30,0,18,0,1.08,5.2704,27000.0
2024-03-10,일,뉴욕 치즈 케이크,완제품,개,0,9,10,9,1,0,0,0.0,0.0,0.0
2024-03-10,일,그린티 파우더,원재료,g,0,3920,360,360,0,0,3560,0.0,0.0,0.0
2024-03-10,일,모카/초콜릿 소스,원재료,mL,0,3460,660,660,0,0,2800,0.0,0.0,0.0
2024-03-10,일,에스프레소 원두,원재료,g,0,10192,2556,2556,0,0,7636,0.0,0.0,0.0
2024-03-10,일,우유,원재료,mL,0,28060,18120,18120,0,0,9940,0.0,0.0,0.0
2024-03-10,일,휘핑크림,원재료,g,0,340,220,220,0,0,120,0.0,0.0,0.0
2024-03-11,월,치킨 토마토 치즈 샌드위치,완제품,개,22,0,22,22,0,0,0,0.0,0.0,0.0
2024-03-11,월,단호박 에그 샌드위치,완제품,개,18,0,17,17,0,1,0,0.19,0.589,2800.0
2024-03-11,월,크루아상,완제품,개,38,0,31,31,0,7,0,0.42,2.0496,10500.0
2024-03-11,월,뉴욕 치즈 케이크,완제품,개,18,0,11,11,0,0,7,0.0,0.0,0.0
2024-03-11,월,그린티 파우더,원재료,g,0,3560,320,320,0,0,3240,0.0,0.0,0.0
2024-03-11,월,모카/초콜릿 소스,원재료,mL,0,2800,630,630,0,0,2170,0.0,0.0,0.0
2024-03-11,월,에스프레소 원두,원재료,g,0,7636,2412,2412,0,0,5224,0.0,0.0,0.0
2024-03-11,월,우유,원재료,mL,36900,9940,17500,17500,0,0,29340,0.0,0.0,0.0
2024-03-11,월,휘핑크림,원재료,g,500,120,210,210,0,0,410,0.0,0.0,0.0
2024-03-12,화,치킨 토마토 치즈 샌드위치,완제품,개,35,0,14,14,0,21,0,4.725,28.8225,63000.0
2024-03-12,화,단호박 에그 샌드위치,완제품,개,26,0,10,10,0,16,0,3.04,9.424,44800.0
2024-03-12,화,크루아상,완제품,개,48,0,17,17,0,31,0,1.86,9.0768,46500.0
2024-03-12,화,뉴욕 치즈 케이크,완제품,개,0,7,6,6,0,0,1,0.0,0.0,0.0
2024-03-12,화,그린티 파우더,원재료,g,0,3240,220,220,0,0,3020,0.0,0.0,0.0
2024-03-12,화,모카/초콜릿 소스,원재료,mL,0,2170,420,420,0,0,1750,0.0,0.0,0.0
2024-03-12,화,에스프레소 원두,원재료,g,0,5224,1476,1476,0,0,3748,0.0,0.0,0.0
2024-03-12,화,우유,원재료,mL,0,29340,10740,10740,0,0,18600,0.0,0.0,0.0
2024-03-12,화,휘핑크림,원재료,g,0,410,140,140,0,0,270,0.0,0.0,0.0
2024-03-13,수,치킨 토마토 치즈 샌드위치,완제품,개,35,0,16,16,0,19,0,4.275,26.0775,57000.0
2024-03-13,수,단호박 에그 샌드위치,완제품,개,26,0,11,11,0,15,0,2.85,8.835,42000.0
2024-03-13,수,크루아상,완제품,개,48,0,22,22,0,26,0,1.56,7.6128,39000.0
2024-03-13,수,뉴욕 치즈 케이크,완제품,개,25,1,8,8,0,0,18,0.0,0.0,0.0
2024-03-13,수,그린티 파우더,원재료,g,0,3020,240,240,0,0,2780,0.0,0.0,0.0
2024-03-13,수,모카/초콜릿 소스,원재료,mL,0,1750,540,540,0,0,1210,0.0,0.0,0.0
2024-03-13,수,에스프레소 원두,원재료,g,9000,3748,1908,1908,0,0,10840,0.0,0.0,0.0
2024-03-13,수,우유,원재료,mL,28200,18600,13680,13680,0,0,33120,0.0,0.0,0.0
2024-03-13,수,휘핑크림,원재료,g,300,270,180,180,0,90,300,0.09,0.5508,630.0
2024-03-14,목,치킨 토마토 치즈 샌드위치,완제품,개,35,0,16,16,0,19,0,4.275,26.0775,57000.0
2024-03-14,목,단호박 에그 샌드위치,완제품,개,26,0,12,12,0,14,0,2.66,8.246,39200.0
2024-03-14,목,크루아상,완제품,개,48,0,24,24,0,24,0,1.44,7.0272,36000.0
2024-03-14,목,뉴욕 치즈 케이크,완제품,개,0,18,8,8,0,0,10,0.0,0.0,0.0
2024-03-14,목,그린티 파우더,원재료,g,0,2780,280,280,0,0,2500,0.0,0.0,0.0
2024-03-14,목,모카/초콜릿 소스,원재료,mL,4100,1210,540,540,0,0,4770,0.0,0.0,0.0
2024-03-14,목,에스프레소 원두,원재료,g,0,10840,1908,1908,0,0,8932,0.0,0.0,0.0
2024-03-14,목,우유,원재료,mL,0,33120,14520,14520,0,0,18600,0.0,0.0,0.0
2024-03-14,목,휘핑크림,원재료,g,0,300,180,180,0,0,120,0.0,0.0,0.0
2024-03-15,금,치킨 토마토 치즈 샌드위치,완제품,개,35,0,17,17,0,18,0,4.05,24.705,54000.0
2024-03-15,금,단호박 에그 샌드위치,완제품,개,26,0,14,14,0,12,0,2.28,7.068,33600.0
2024-03-15,금,크루아상,완제품,개,48,0,24,24,0,24,0,1.44,7.0272,36000.0
2024-03-15,금,뉴욕 치즈 케이크,완제품,개,16,10,9,9,0,1,16,0.1,1.28,3500.0
2024-03-15,금,그린티 파우더,원재료,g,0,2500,300,300,0,0,2200,0.0,0.0,0.0
2024-03-15,금,모카/초콜릿 소스,원재료,mL,0,4770,600,600,0,0,4170,0.0,0.0,0.0
2024-03-15,금,에스프레소 원두,원재료,g,0,8932,2160,2160,0,0,6772,0.0,0.0,0.0
2024-03-15,금,우유,원재료,mL,28200,18600,15300,15300,0,0,31500,0.0,0.0,0.0
2024-03-15,금,휘핑크림,원재료,g,500,120,200,200,0,0,420,0.0,0.0,0.0
2024-03-16,토,치킨 토마토 치즈 샌드위치,완제품,개,22,0,23,22,1,0,0,0.0,0.0,0.0
2024-03-16,토,단호박 에그 샌드위치,완제품,개,16,0,17,16,1,0,0,0.0,0.0,0.0
2024-03-16,토,크루아상,완제품,개,37,0,33,33,0,4,0,0.24,1.1712,6000.0
2024-03-16,토,뉴욕 치즈 케이크,완제품,개,0,16,11,11,0,0,5,0.0,0.0,0.0
2024-03-16,토,그린티 파우더,원재료,g,0,2200,380,380,0,0,1820,0.0,0.0,0.0
2024-03-16,토,모카/초콜릿 소스,원재료,mL,0,4170,810,810,0,0,3360,0.0,0.0,0.0
2024-03-16,토,에스프레소 원두,원재료,g,0,6772,2592,2592,0,0,4180,0.0,0.0,0.0
2024-03-16,토,우유,원재료,mL,0,31500,19440,19440,0,0,12060,0.0,0.0,0.0
2024-03-16,토,휘핑크림,원재료,g,0,420,270,270,0,0,150,0.0,0.0,0.0
2024-03-17,일,치킨 토마토 치즈 샌드위치,완제품,개,35,0,23,23,0,12,0,2.7,16.47,36000.0
2024-03-17,일,단호박 에그 샌드위치,완제품,개,26,0,17,17,0,9,0,1.71,5.301,25200.0
2024-03-17,일,크루아상,완제품,개,48,0,29,29,0,19,0,1.14,5.5632,28500.0
2024-03-17,일,뉴욕 치즈 케이크,완제품,개,21,5,11,11,0,0,15,0.0,0.0,0.0
2024-03-17,일,그린티 파우더,원재료,g,0,1820,380,380,0,0,1440,0.0,0.0,0.0
2024-03-17,일,모카/초콜릿 소스,원재료,mL,0,3360,690,690,0,0,2670,0.0,0.0,0.0
2024-03-17,일,에스프레소 원두,원재료,g,8500,4180,2556,2556,0,0,10124,0.0,0.0,0.0
2024-03-17,일,우유,원재료,mL,34800,12060,18320,18320,0,0,28540,0.0,0.0,0.0
2024-03-17,일,휘핑크림,원재료,g,400,150,230,230,0,0,320,0.0,0.0,0.0
2024-03-18,월,치킨 토마토 치즈 샌드위치,완제품,개,35,0,12,12,0,23,0,5.175,31.5675,69000.0
2024-03-18,월,단호박 에그 샌드위치,완제품,개,26,0,10,10,0,16,0,3.04,9.424,44800.0
2024-03-18,월,크루아상,완제품,개,48,0,19,19,0,29,0,1.74,8.4912,43500.0
2024-03-18,월,뉴욕 치즈 케이크,완제품,개,0,15,6,6,0,0,9,0.0,0.0,0.0
2024-03-18,월,그린티 파우더,원재료,g,0,1440,220,220,0,0,1220,0.0,0.0,0.0
2024-03-18,월,모카/초콜릿 소스,원재료,mL,0,2670,450,450,0,0,2220,0.0,0.0,0.0
2024-03-18,월,에스프레소 원두,원재료,g,0,10124,1548,1548,0,0,8576,0.0,0.0,0.0
2024-03-18,월,우유,원재료,mL,0,28540,11520,11520,0,0,17020,0.0,0.0,0.0
2024-03-18,월,휘핑크림,원재료,g,0,320,150,150,0,0,170,0.0,0.0,0.0
2024-03-19,화,치킨 토마토 치즈 샌드위치,완제품,개,35,0,17,17,0,18,0,4.05,24.705,54000.0
2024-03-19,화,단호박 에그 샌드위치,완제품,개,26,0,12,12,0,14,0,2.66,8.246,39200.0
2024-03-19,화,크루아상,완제품,개,48,0,24,24,0,24,0,1.44,7.0272,36000.0
2024-03-19,화,뉴욕 치즈 케이크,완제품,개,17,9,9,9,0,0,17,0.0,0.0,0.0
2024-03-19,화,그린티 파우더,원재료,g,0,1220,300,300,0,0,920,0.0,0.0,0.0
2024-03-19,화,모카/초콜릿 소스,원재료,mL,0,2220,510,510,0,0,1710,0.0,0.0,0.0
2024-03-19,화,에스프레소 원두,원재료,g,0,8576,1980,1980,0,0,6596,0.0,0.0,0.0
2024-03-19,화,우유,원재료,mL,29800,17020,14560,14560,0,0,32260,0.0,0.0,0.0
2024-03-19,화,휘핑크림,원재료,g,400,170,170,170,0,0,400,0.0,0.0,0.0
2024-03-20,수,치킨 토마토 치즈 샌드위치,완제품,개,35,0,13,13,0,22,0,4.95,30.195,66000.0
2024-03-20,수,단호박 에그 샌드위치,완제품,개,26,0,9,9,0,17,0,3.23,10.013,47600.0
2024-03-20,수,크루아상,완제품,개,48,0,16,16,0,32,0,1.92,9.3696,48000.0
2024-03-20,수,뉴욕 치즈 케이크,완제품,개,0,17,6,6,0,0,11,0.0,0.0,0.0
2024-03-20,수,그린티 파우더,원재료,g,0,920,220,220,0,0,700,0.0,0.0,0.0
2024-03-20,수,모카/초콜릿 소스,원재료,mL,0,1710,390,390,0,0,1320,0.0,0.0,0.0
2024-03-20,수,에스프레소 원두,원재료,g,0,6596,1404,1404,0,0,5192,0.0,0.0,0.0
2024-03-20,수,우유,원재료,mL,0,32260,10760,10760,0,0,21500,0.0,0.0,0.0
2024-03-20,수,휘핑크림,원재료,g,0,400,130,130,0,0,270,0.0,0.0,0.0
2024-03-21,목,치킨 토마토 치즈 샌드위치,완제품,개,35,0,16,16,0,19,0,4.275,26.0775,57000.0
2024-03-21,목,단호박 에그 샌드위치,완제품,개,26,0,12,12,0,14,0,2.66,8.246,39200.0
2024-03-21,목,크루아상,완제품,개,48,0,24,24,0,24,0,1.44,7.0272,36000.0
2024-03-21,목,뉴욕 치즈 케이크,완제품,개,15,11,9,9,0,2,15,0.2,2.56,7000.0
2024-03-21,목,그린티 파우더,원재료,g,4200,700,280,280,0,0,4620,0.0,0.0,0.0
2024-03-21,목,모카/초콜릿 소스,원재료,mL,4000,1320,540,540,0,0,4780,0.0,0.0,0.0
2024-03-21,목,에스프레소 원두,원재료,g,7500,5192,2070,2070,0,0,10622,0.0,0.0,0.0
2024-03-21,목,우유,원재료,mL,25300,21500,14920,14920,0,0,31880,0.0,0.0,0.0
2024-03-21,목,휘핑크림,원재료,g,300,270,180,180,0,90,300,0.09,0.5508,630.0
2024-03-22,금,치킨 토마토 치즈 샌드위치,완제품,개,35,0,14,14,0,21,0,4.725,28.8225,63000.0
2024-03-22,금,단호박 에그 샌드위치,완제품,개,26,0,10,10,0,16,0,3.04,9.424,44800.0
2024-03-22,금,크루아상,완제품,개,48,0,18,18,0,30,0,1.8,8.784,45000.0
2024-03-22,금,뉴욕 치즈 케이크,완제품,개,0,15,7,7,0,0,8,0.0,0.0,0.0
2024-03-22,금,그린티 파우더,원재료,g,0,4620,220,220,0,0,4400,0.0,0.0,0.0
2024-03-22,금,모카/초콜릿 소스,원재료,mL,0,4780,450,450,0,0,4330,0.0,0.0,0.0
2024-03-22,금,에스프레소 원두,원재료,g,0,10622,1656,1656,0,0,8966,0.0,0.0,0.0
2024-03-22,금,우유,원재료,mL,0,31880,11720,11720,0,0,20160,0.0,0.0,0.0
2024-03-22,금,휘핑크림,원재료,g,0,300,150,150,0,0,150,0.0,0.0,0.0
2024-03-23,토,치킨 토마토 치즈 샌드위치,완제품,개,35,0,27,27,0,8,0,1.8,10.98,24000.0
2024-03-23,토,단호박 에그 샌드위치,완제품,개,26,0,21,21,0,5,0,0.95,2.945,14000.0
2024-03-23,토,크루아상,완제품,개,48,0,41,41,0,7,0,0.42,2.0496,10500.0
2024-03-23,토,뉴욕 치즈 케이크,완제품,개,18,8,13,13,0,0,13,0.0,0.0,0.0
2024-03-23,토,그린티 파우더,원재료,g,0,4400,460,460,0,0,3940,0.0,0.0,0.0
2024-03-23,토,모카/초콜릿 소스,원재료,mL,0,4330,930,930,0,0,3400,0.0,0.0,0.0
2024-03-23,토,에스프레소 원두,원재료,g,0,8966,3258,3258,0,0,5708,0.0,0.0,0.0
2024-03-23,토,우유,원재료,mL,26700,20160,24640,24640,0,0,22220,0.0,0.0,0.0
2024-03-23,토,휘핑크림,원재료,g,400,150,310,310,0,0,240,0.0,0.0,0.0
2024-03-24,일,치킨 토마토 치즈 샌드위치,완제품,개,24,0,22,22,0,2,0,0.45,2.745,6000.0
2024-03-24,일,단호박 에그 샌드위치,완제품,개,18,0,16,16,0,2,0,0.38,1.178,5600.0
2024-03-24,일,크루아상,완제품,개,33,0,32,32,0,1,0,0.06,0.2928,1500.0
2024-03-24,일,뉴욕 치즈 케이크,완제품,개,0,13,12,12,0,0,1,0.0,0.0,0.0
2024-03-24,일,그린티 파우더,원재료,g,0,3940,360,360,0,0,3580,0.0,0.0,0.0
2024-03-24,일,모카/초콜릿 소스,원재료,mL,0,3400,660,660,0,0,2740,0.0,0.0,0.0
2024-03-24,일,에스프레소 원두,원재료,g,0,5708,2574,2574,0,0,3134,0.0,0.0,0.0
2024-03-24,일,우유,원재료,mL,0,22220,18920,18920,0,0,3300,0.0,0.0,0.0
2024-03-24,일,휘핑크림,원재료,g,0,240,220,220,0,0,20,0.0,0.0,0.0
2024-03-25,월,치킨 토마토 치즈 샌드위치,완제품,개,35,0,17,17,0,18,0,4.05,24.705,54000.0
2024-03-25,월,단호박 에그 샌드위치,완제품,개,26,0,14,14,0,12,0,2.28,7.068,33600.0
2024-03-25,월,크루아상,완제품,개,48,0,25,25,0,23,0,1.38,6.7344,34500.0
2024-03-25,월,뉴욕 치즈 케이크,완제품,개,25,1,8,8,0,0,18,0.0,0.0,0.0
2024-03-25,월,그린티 파우더,원재료,g,0,3580,280,280,0,0,3300,0.0,0.0,0.0
2024-03-25,월,모카/초콜릿 소스,원재료,mL,0,2740,570,570,0,0,2170,0.0,0.0,0.0
2024-03-25,월,에스프레소 원두,원재료,g,9600,3134,2070,2070,0,0,10664,0.0,0.0,0.0
2024-03-25,월,우유,원재료,mL,43500,3300,14700,14700,0,0,32100,0.0,0.0,0.0
2024-03-25,월,휘핑크림,원재료,g,600,20,190,190,0,0,430,0.0,0.0,0.0
2024-03-26,화,치킨 토마토 치즈 샌드위치,완제품,개,35,0,14,14,0,21,0,4.725,28.8225,63000.0
2024-03-26,화,단호박 에그 샌드위치,완제품,개,26,0,10,10,0,16,0,3.04,9.424,44800.0
2024-03-26,화,크루아상,완제품,개,48,0,18,18,0,30,0,1.8,8.784,45000.0
2024-03-26,화,뉴욕 치즈 케이크,완제품,개,0,18,6,6,0,0,12,0.0,0.0,0.0
2024-03-26,화,그린티 파우더,원재료,g,0,3300,220,220,0,0,3080,0.0,0.0,0.0
2024-03-26,화,모카/초콜릿 소스,원재료,mL,0,2170,390,390,0,0,1780,0.0,0.0,0.0
2024-03-26,화,에스프레소 원두,원재료,g,0,10664,1512,1512,0,0,9152,0.0,0.0,0.0
2024-03-26,화,우유,원재료,mL,0,32100,10960,10960,0,0,21140,0.0,0.0,0.0
2024-03-26,화,휘핑크림,원재료,g,0,430,130,130,0,0,300,0.0,0.0,0.0
2024-03-27,수,치킨 토마토 치즈 샌드위치,완제품,개,35,0,16,16,0,19,0,4.275,26.0775,57000.0
2024-03-27,수,단호박 에그 샌드위치,완제품,개,26,0,12,12,0,14,0,2.66,8.246,39200.0
2024-03-27,수,크루아상,완제품,개,48,0,24,24,0,24,0,1.44,7.0272,36000.0
2024-03-27,수,뉴욕 치즈 케이크,완제품,개,14,12,8,8,0,4,14,0.4,5.12,14000.0
2024-03-27,수,그린티 파우더,원재료,g,0,3080,280,280,0,0,2800,0.0,0.0,0.0
2024-03-27,수,모카/초콜릿 소스,원재료,mL,0,1780,510,510,0,0,1270,0.0,0.0,0.0
2024-03-27,수,에스프레소 원두,원재료,g,0,9152,1908,1908,0,0,7244,0.0,0.0,0.0
2024-03-27,수,우유,원재료,mL,25700,21140,13740,13740,0,0,33100,0.0,0.0,0.0
2024-03-27,수,휘핑크림,원재료,g,300,300,170,170,0,130,300,0.13,0.7956,910.0
2024-03-28,목,치킨 토마토 치즈 샌드위치,완제품,개,35,0,17,17,0,18,0,4.05,24.705,54000.0
2024-03-28,목,단호박 에그 샌드위치,완제품,개,26,0,14,14,0,12,0,2.28,7.068,33600.0
2024-03-28,목,크루아상,완제품,개,48,0,24,24,0,24,0,1.44,7.0272,36000.0
2024-03-28,목,뉴욕 치즈 케이크,완제품,개,0,14,8,8,0,0,6,0.0,0.0,0.0
2024-03-28,목,그린티 파우더,원재료,g,0,2800,300,300,0,0,2500,0.0,0.0,0.0
2024-03-28,목,모카/초콜릿 소스,원재료,mL,4000,1270,570,570,0,0,4700,0.0,0.0,0.0
2024-03-28,목,에스프레소 원두,원재료,g,0,7244,2034,2034,0,0,5210,0.0,0.0,0.0
2024-03-28,목,우유,원재료,mL,0,33100,14520,14520,0,0,18580,0.0,0.0,0.0
2024-03-28,목,휘핑크림,원재료,g,0,300,190,190,0,0,110,0.0,0.0,0.0
2024-03-29,금,치킨 토마토 치즈 샌드위치,완제품,개,35,0,13,13,0,22,0,4.95,30.195,66000.0
2024-03-29,금,단호박 에그 샌드위치,완제품,개,26,0,10,10,0,16,0,3.04,9.424,44800.0
2024-03-29,금,크루아상,완제품,개,48,0,19,19,0,29,0,1.74,8.4912,43500.0
2024-03-29,금,뉴욕 치즈 케이크,완제품,개,20,6,7,7,0,0,19,0.0,0.0,0.0
2024-03-29,금,그린티 파우더,원재료,g,0,2500,220,220,0,0,2280,0.0,0.0,0.0
2024-03-29,금,모카/초콜릿 소스,원재료,mL,0,4700,450,450,0,0,4250,0.0,0.0,0.0
2024-03-29,금,에스프레소 원두,원재료,g,7500,5210,1566,1566,0,0,11144,0.0,0.0,0.0
2024-03-29,금,우유,원재료,mL,28200,18580,11920,11920,0,0,34860,0.0,0.0,0.0
2024-03-29,금,휘핑크림,원재료,g,500,110,150,150,0,0,460,0.0,0.0,0.0
2024-03-30,토,치킨 토마토 치즈 샌드위치,완제품,개,35,0,24,24,0,11,0,2.475,15.0975,33000.0
2024-03-30,토,단호박 에그 샌드위치,완제품,개,26,0,18,18,0,8,0,1.52,4.712,22400.0
2024-03-30,토,크루아상,완제품,개,48,0,32,32,0,16,0,0.96,4.6848,24000.0
2024-03-30,토,뉴욕 치즈 케이크,완제품,개,0,19,11,11,0,0,8,0.0,0.0,0.0
2024-03-30,토,그린티 파우더,원재료,g,0,2280,400,400,0,0,1880,0.0,0.0,0.0
2024-03-30,토,모카/초콜릿 소스,원재료,mL,0,4250,810,810,0,0,3440,0.0,0.0,0.0
2024-03-30,토,에스프레소 원두,원재료,g,0,11144,2736,2736,0,0,8408,0.0,0.0,0.0
2024-03-30,토,우유,원재료,mL,0,34860,19660,19660,0,0,15200,0.0,0.0,0.0
2024-03-30,토,휘핑크림,원재료,g,0,460,270,270,0,0,190,0.0,0.0,0.0
2024-03-31,일,치킨 토마토 치즈 샌드위치,완제품,개,35,0,22,22,0,13,0,2.925,17.8425,39000.0
2024-03-31,일,단호박 에그 샌드위치,완제품,개,26,0,15,15,0,11,0,2.09,6.479,30800.0
2024-03-31,일,크루아상,완제품,개,48,0,30,30,0,18,0,1.08,5.2704,27000.0
2024-03-31,일,뉴욕 치즈 케이크,완제품,개,18,8,10,10,0,0,16,0.0,0.0,0.0
2024-03-31,일,그린티 파우더,원재료,g,0,1880,340,340,0,0,1540,0.0,0.0,0.0
2024-03-31,일,모카/초콜릿 소스,원재료,mL,0,3440,690,690,0,0,2750,0.0,0.0,0.0
2024-03-31,일,에스프레소 원두,원재료,g,0,8408,2412,2412,0,0,5996,0.0,0.0,0.0
2024-03-31,일,우유,원재료,mL,31600,15200,17280,17280,0,0,29520,0.0,0.0,0.0
2024-03-31,일,휘핑크림,원재료,g,400,190,230,230,0,0,360,0.0,0.0,0.0
2024-04-01,월,치킨 토마토 치즈 샌드위치,완제품,개,35,0,18,18,0,17,0,3.825,23.3325,51000.0
2024-04-01,월,단호박 에그 샌드위치,완제품,개,26,0,13,13,0,13,0,2.47,7.657,36400.0
2024-04-01,월,크루아상,완제품,개,48,0,25,25,0,23,0,1.38,6.7344,34500.0
2024-04-01,월,뉴욕 치즈 케이크,완제품,개,0,16,9,9,0,0,7,0.0,0.0,0.0
2024-04-01,월,그린티 파우더,원재료,g,0,1540,320,320,0,0,1220,0.0,0.0,0.0
2024-04-01,월,모카/초콜릿 소스,원재료,mL,0,2750,600,600,0,0,2150,0.0,0.0,0.0
2024-04-01,월,에스프레소 원두,원재료,g,0,5996,2106,2106,0,0,3890,0.0,0.0,0.0
2024-04-01,월,우유,원재료,mL,0,29520,15720,15720,0,0,13800,0.0,0.0,0.0
2024-04-01,월,휘핑크림,원재료,g,0,360,200,200,0,0,160,0.0,0.0,0.0
2024-04-02,화,치킨 토마토 치즈 샌드위치,완제품,개,35,0,12,12,0,23,0,5.175,31.5675,69000.0
2024-04-02,화,단호박 에그 샌드위치,완제품,개,26,0,9,9,0,17,0,3.23,10.013,47600.0
2024-04-02,화,크루아상,완제품,개,48,0,19,19,0,29,0,1.74,8.4912,43500.0
2024-04-02,화,뉴욕 치즈 케이크,완제품,개,19,7,7,7,0,0,19,0.0,0.0,0.0
2024-04-02,화,그린티 파우더,원재료,g,0,1220,240,240,0,0,980,0.0,0.0,0.0
2024-04-02,화,모카/초콜릿 소스,원재료,mL,0,2150,420,420,0,0,1730,0.0,0.0,0.0
2024-04-02,화,에스프레소 원두,원재료,g,8800,3890,1638,1638,0,0,11052,0.0,0.0,0.0
2024-04-02,화,우유,원재료,mL,33000,13800,11960,11960,0,0,34840,0.0,0.0,0.0
2024-04-02,화,휘핑크림,원재료,g,400,160,140,140,0,20,400,0.02,0.1224,140.0
2024-04-03,수,치킨 토마토 치즈 샌드위치,완제품,개,35,0,17,17,0,18,0,4.05,24.705,54000.0
2024-04-03,수,단호박 에그 샌드위치,완제품,개,26,0,11,11,0,15,0,2.85,8.835,42000.0
2024-04-03,수,크루아상,완제품,개,48,0,21,21,0,27,0,1.62,7.9056,40500.0
2024-04-03,수,뉴욕 치즈 케이크,완제품,개,0,19,8,8,0,0,11,0.0,0.0,0.0
2024-04-03,수,그린티 파우더,원재료,g,0,980,260,260,0,0,720,0.0,0.0,0.0
2024-04-03,수,모카/초콜릿 소스,원재료,mL,0,1730,540,540,0,0,1190,0.0,0.0,0.0
2024-04-03,수,에스프레소 원두,원재료,g,0,11052,1926,1926,0,0,9126,0.0,0.0,0.0
2024-04-03,수,우유,원재료,mL,0,34840,13900,13900,0,0,20940,0.0,0.0,0.0
2024-04-03,수,휘핑크림,원재료,g,0,400,180,180,0,0,220,0.0,0.0,0.0
2024-04-04,목,치킨 토마토 치즈 샌드위치,완제품,개,35,0,19,19,0,16,0,3.6,21.96,48000.0
2024-04-04,목,단호박 에그 샌드위치,완제품,개,26,0,14,14,0,12,0,2.28,7.068,33600.0
2024-04-04,목,크루아상,완제품,개,48,0,26,26,0,22,0,1.32,6.4416,33000.0
2024-04-04,목,뉴욕 치즈 케이크,완제품,개,15,11,9,9,0,2,15,0.2,2.56,7000.0
2024-04-04,목,그린티 파우더,원재료,g,4200,720,300,300,0,0,4620,0.0,0.0,0.0
2024-04-04,목,모카/초콜릿 소스,원재료,mL,4100,1190,600,600,0,0,4690,0.0,0.0,0.0
2024-04-04,목,에스프레소 원두,원재료,g,0,9126,2178,2178,0,0,6948,0.0,0.0,0.0
2024-04-04,목,우유,원재료,mL,25900,20940,15500,15500,0,0,31340,0.0,0.0,0.0
2024-04-04,목,휘핑크림,원재료,g,400,220,200,200,0,20,400,0.02,0.1224,140.0
2024-04-05,금,치킨 토마토 치즈 샌드위치,완제품,개,35,0,19,19,0,16,0,3.6,21.96,48000.0
2024-04-05,금,단호박 에그 샌드위치,완제품,개,26,0,14,14,0,12,0,2.28,7.068,33600.0
2024-04-05,금,크루아상,완제품,개,48,0,26,26,0,22,0,1.32,6.4416,33000.0
2024-04-05,금,뉴욕 치즈 케이크,완제품,개,0,15,9,9,0,0,6,0.0,0.0,0.0
2024-04-05,금,그린티 파우더,원재료,g,0,4620,300,300,0,0,4320,0.0,0.0,0.0
2024-04-05,금,모카/초콜릿 소스,원재료,mL,0,4690,600,600,0,0,4090,0.0,0.0,0.0
2024-04-05,금,에스프레소 원두,원재료,g,0,6948,2232,2232,0,0,4716,0.0,0.0,0.0
2024-04-05,금,우유,원재료,mL,0,31340,15700,15700,0,0,15640,0.0,0.0,0.0
2024-04-05,금,휘핑크림,원재료,g,0,400,200,200,0,0,200,0.0,0.0,0.0
2024-04-06,토,치킨 토마토 치즈 샌드위치,완제품,개,35,0,22,22,0,13,0,2.925,17.8425,39000.0
2024-04-06,토,단호박 에그 샌드위치,완제품,개,26,0,18,18,0,8,0,1.52,4.712,22400.0
2024-04-06,토,크루아상,완제품,개,48,0,33,33,0,15,0,0.9,4.392,22500.0
2024-04-06,토,뉴욕 치즈 케이크,완제품,개,20,6,11,11,0,0,15,0.0,0.0,0.0
2024-04-06,토,그린티 파우더,원재료,g,0,4320,400,400,0,0,3920,0.0,0.0,0.0
2024-04-06,토,모카/초콜릿 소스,원재료,mL,0,4090,840,840,0,0,3250,0.0,0.0,0.0
2024-04-06,토,에스프레소 원두,원재료,g,8000,4716,2862,2862,0,0,9854,0.0,0.0,0.0
